outcome,tract,metric,node,t,p,hemisphere,N,covariates,extent_threshold,cluster_p,passed
memory_accuracy,r_example_tract,NDI,90,2.1505,0.0383,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,91,1.9334,0.06109,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,92,2.0784,0.04486,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,93,2.2256,0.03239,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,94,2.0271,0.05011,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,95,2.1132,0.04158,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,96,1.8557,0.0717,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,97,1.8922,0.06653,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,98,1.6922,0.09924,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,r_example_tract,NDI,99,2.238,0.0315,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.018,1
memory_accuracy,l_example_tract,FA,0,-0.2425,0.80978,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,1,0.1146,0.90942,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,2,0.4453,0.65878,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,3,0.2007,0.84204,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,4,0.4044,0.68832,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,5,0.3654,0.71697,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,6,0.3201,0.75076,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,7,0.2881,0.77494,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,8,0.1892,0.85099,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,9,0.2335,0.81668,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,10,0.1138,0.91001,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,11,0.0964,0.92377,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,12,0.1603,0.87354,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,13,0.0106,0.99164,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,14,0.0461,0.96349,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,15,0.0661,0.94764,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,16,0.2194,0.82759,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,17,0.3565,0.72357,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,18,0.4918,0.62586,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,19,0.289,0.77428,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,20,0.175,0.86203,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,21,0.1247,0.90145,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,22,0.3187,0.75181,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,23,0.3713,0.71257,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,24,0.2976,0.76769,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,25,-0.015,0.98809,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,26,0.4747,0.63785,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,27,0.0892,0.92941,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,28,0.0036,0.99715,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,29,0.3412,0.73496,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,30,0.4152,0.6805,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,31,0.1476,0.88349,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,32,0.1988,0.84351,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,33,0.063,0.95015,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,34,0.4048,0.688,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,35,0.3252,0.7469,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,36,0.1616,0.87251,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,37,0.4088,0.68513,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,38,0.213,0.83252,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,39,-0.0262,0.97926,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,40,0.0381,0.96983,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,41,-0.3719,0.71214,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,42,-0.0222,0.98245,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,43,0.2566,0.79893,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,44,0.2304,0.81908,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,45,0.5242,0.60336,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,46,0.2736,0.78592,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,47,0.1635,0.87105,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,48,-0.0869,0.93122,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,49,0.3627,0.71896,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,50,0.2098,0.83497,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,51,0.789,0.43529,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,52,0.3924,0.69711,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,53,0.399,0.69228,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,54,0.6384,0.52723,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,55,0.5437,0.59,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,56,0.3053,0.76189,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,57,0.7236,0.47397,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,58,0.7604,0.45197,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,59,0.5255,0.60246,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,60,0.5687,0.57307,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,61,0.7103,0.48212,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,62,0.433,0.66759,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,63,0.5562,0.58154,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,64,0.5998,0.55242,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,65,0.4066,0.68673,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,66,0.555,0.58233,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,67,0.6564,0.51576,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,68,0.557,0.58098,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,69,0.4087,0.6852,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,70,0.7274,0.47171,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,71,0.6338,0.5302,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,72,0.5951,0.55548,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,73,0.5318,0.59814,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,74,0.611,0.54503,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,75,0.701,0.48782,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,76,0.604,0.54962,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,77,0.3815,0.70509,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,78,0.3934,0.69635,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,79,0.3468,0.73076,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,80,0.2632,0.79389,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,81,0.3837,0.70348,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,82,0.233,0.81704,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,83,0.0711,0.94374,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,84,0.1265,0.90002,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,85,-0.0384,0.96958,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,86,-0.0618,0.95108,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,87,0.1033,0.91833,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,88,0.2935,0.77082,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,89,-0.0901,0.9287,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,90,0.4598,0.64845,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,91,0.3839,0.70334,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,92,0.3265,0.74591,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,93,0.1212,0.9042,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,94,-0.0948,0.92499,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,95,0.2815,0.77996,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,96,-0.0488,0.96134,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,97,0.1406,0.889,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,98,-0.1995,0.84301,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,l_example_tract,FA,99,-0.2317,0.81811,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,0,0.1256,0.90071,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,1,0.3,0.76588,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,2,0.4749,0.63771,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,3,0.1618,0.87236,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,4,0.1867,0.85293,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,5,0.3184,0.75206,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,6,0.1778,0.85987,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,7,0.5119,0.61187,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,8,0.4993,0.62061,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,9,0.7196,0.47639,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,10,0.5486,0.58665,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,11,0.8186,0.41839,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,12,0.8005,0.42868,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,13,0.7194,0.47651,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,14,0.3888,0.69974,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,15,0.4415,0.66146,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,16,0.2526,0.80201,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,17,0.2882,0.77482,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,18,0.5535,0.58334,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,19,0.4629,0.64621,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,20,0.3494,0.72881,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,21,0.5122,0.61161,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,22,0.4284,0.67089,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,23,0.0497,0.96061,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,24,0.0188,0.98507,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,25,0.3314,0.74225,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,26,0.3373,0.73784,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,27,0.26,0.79638,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,28,0.4816,0.63303,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,29,0.2142,0.83157,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,30,-0.0793,0.93719,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,31,0.2427,0.80959,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,32,0.2448,0.80801,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,33,0.6703,0.50694,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,34,0.7806,0.44014,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,35,0.7269,0.47196,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,36,0.347,0.73061,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,37,0.3861,0.70172,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,38,0.6266,0.53487,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,39,0.4286,0.67076,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,40,0.8028,0.42738,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,41,0.6215,0.53822,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,42,0.3949,0.69525,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,43,0.2303,0.81916,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,44,0.0916,0.92753,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,45,-0.0389,0.96918,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,46,-0.1895,0.85079,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,47,0.2736,0.78595,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,48,0.3892,0.69939,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,49,0.2774,0.78308,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,50,0.1623,0.87201,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,51,0.1365,0.89221,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,52,0.2402,0.81152,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,53,-0.0821,0.93504,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,54,0.2665,0.79136,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,55,0.2584,0.79753,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,56,0.1733,0.86342,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,57,0.2861,0.77646,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,58,0.1477,0.88341,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,59,0.2668,0.79114,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,60,0.4563,0.6509,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,61,0.5807,0.56505,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,62,0.3795,0.70658,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,63,0.596,0.55488,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,64,0.6779,0.50217,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,65,0.4479,0.65693,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,66,0.0209,0.98341,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,67,0.5897,0.55911,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,68,0.3461,0.73126,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,69,0.8472,0.40248,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,70,0.7673,0.44789,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,71,0.3458,0.73153,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,72,0.1166,0.90784,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,73,0.2702,0.78854,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,74,0.302,0.76442,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,75,0.4502,0.65526,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,76,-0.0383,0.96968,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,77,0.5578,0.58042,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,78,0.0431,0.96586,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,79,0.5164,0.60872,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,80,0.1697,0.8662,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,81,0.286,0.77655,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,82,0.373,0.71133,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,83,0.5154,0.60944,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,84,0.4,0.69149,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,85,0.5193,0.60676,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,86,0.158,0.87535,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,87,0.3848,0.70262,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,88,0.2044,0.8392,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,89,0.5077,0.61478,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,90,0.1859,0.8536,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
